ccdc_code,spacegroup,is_overlapped,line_direction,m,n,x,y,k,sigma,theta
GANPOB,C c c a,False,"(0, 1, 0)",13.641,13.641,27.282,8.493,1.0,90.0,72.708
BAVTEA,I -4,True,"(0, 0, 1)",13.991,13.991,19.786,10.043,1.4142322854543616,90.0,70.256
CUNJIG,I -4,True,"(0, 0, 1)",16.581,16.581,33.161893824086704,10.72,1.0000032017445644,90.0,72.084
DIFSET,I -4,True,"(0, 0, 1)",19.82,19.82,28.03,13.486,1.4141990724224045,90.0,71.213
DUFVIM,I -4,True,"(0, 0, 1)",13.108,13.108,18.538,10.495,1.414176286546553,90.0,68.182
EAPTZB10,I -4,True,"(0, 0, 1)",14.665,14.665,20.74,7.982,1.414175506268081,90.0,74.777
EGORIE,I -4,True,"(0, 0, 1)",14.535,14.535,20.556,10.903,1.414185639229422,90.0,69.442
EHUMOJ,I -4,True,"(0, 0, 1)",17.457,17.457,24.688,10.093,1.414209332469216,90.0,73.877
EMOSOQ,I -4,True,"(0, 0, 1)",11.331,11.331,16.024,8.332,1.414253619570644,90.0,69.815
EQEQAT,I -4,True,"(0, 0, 1)",12.256,12.256,17.332,10.825,1.4142626355873529,90.0,66.171
ETIYAK,I -4,True,"(0, 0, 1)",12.166,12.166,17.206,13.79,1.4141578519121238,90.0,60.459
FIWVOW,I -4,True,"(0, 0, 1)",12.417,12.417,17.56,13.207,1.414236902050114,90.0,61.994
FOPMIJ,I -4,True,"(0, 0, 1)",12.841,12.841,18.16,13.526,1.4142070484581497,90.0,62.223
FUDDEN,I -4,True,"(0, 0, 1)",12.202,12.202,17.256,10.223,1.4142327306444136,90.0,67.271
JOKVEK,I -4,True,"(0, 0, 1)",14.914,14.914,21.092,11.628,1.414185473165181,90.0,68.703
KIWGEF,I -4,True,"(0, 0, 1)",14.128,14.128,19.98,8.66,1.4142142142142142,90.0,72.96
KUCDUI,I -4,True,"(0, 0, 1)",13.076,13.076,18.492,13.962,1.4142331819165044,90.0,61.902
MAKMOD,I -4,True,"(0, 0, 1)",14.866,14.866,21.024,9.404,1.414193302891933,90.0,72.451
MAYTOX,I -4,True,"(0, 0, 1)",11.734,11.734,16.594,11.54,1.4142461130529105,90.0,63.816
MILTIO,I -4,True,"(0, 0, 1)",14.658,14.658,20.73,12.776,1.4141823444283643,90.0,66.452
MILTOU,I -4,True,"(0, 0, 1)",14.77,14.77,20.888,12.787,1.4142091152815013,90.0,66.595
OGADOS,I -4,True,"(0, 0, 1)",12.414,12.414,17.556,14.122,1.4142173615857825,90.0,60.367
OMALEV,I -4,True,"(0, 0, 1)",16.563,16.563,23.424,9.146,1.4141905737704918,90.0,74.565
RETCAX,I -4,True,"(0, 0, 1)",12.127,12.127,17.15,11.903,1.4142274052478137,90.0,63.862
RODLED,I -4,True,"(0, 0, 1)",11.935,11.935,16.878,8.611,1.414267093257495,90.0,70.164
SATPUY,I -4,True,"(0, 0, 1)",13.132,13.132,18.572,7.957,1.414171871634719,90.0,73.144
SUSGAQ,I -4,True,"(0, 0, 1)",11.097,11.097,15.694,8.259,1.4141710207722695,90.0,69.586
TAXLAF,I -4,True,"(0, 0, 1)",16.327,16.327,23.09,12.377,1.4142052836725858,90.0,69.242
TOWKAU,I -4,True,"(0, 0, 1)",11.401,11.401,16.124,6.961,1.4141652195484993,90.0,73.023
VEXMAM,I -4,True,"(0, 0, 1)",11.738,11.738,16.6,7.337,1.4142168674698794,90.0,72.645
WEGGUL,I -4,True,"(0, 0, 1)",11.612,11.612,16.422,7.697,1.4142004627938132,90.0,71.666
WEGHAS,I -4,True,"(0, 0, 1)",11.618,11.618,16.43,8.272,1.4142422398052343,90.0,70.405
WOSMOJ,I -4,True,"(0, 0, 1)",13.062,13.062,18.472,9.106,1.41424859246427,90.0,70.783
YAFNIF,I -4,True,"(0, 0, 1)",9.918,9.918,14.026,8.714,1.414230714387566,90.0,66.285
YIHNOU,I -4,True,"(0, 0, 1)",13.052,13.052,18.458,13.154,1.4142377288980388,90.0,63.255
ZIKSAN,I -4,True,"(0, 0, 1)",10.971,10.971,15.515,8.851,1.4142442797292942,90.0,68.033
LIVMUC,A b a 2,False,"(0, 0, 1)",17.62,17.62,35.24,10.503,1.0,90.0,73.402
POMHAE,A b a 2,False,"(0, 0, 1)",13.301,13.301,26.602,8.97,1.0,90.0,71.368
BAWNOF,A b a 2,False,"(0, 0, 1)",7.817,7.817,15.634,6.652,1.0,90.0,66.95
BUBKAL,A b a 2,False,"(0, 0, 1)",16.236,16.236,32.472,8.873,1.0,90.0,74.719
FEKMUG,A b a 2,False,"(0, 0, 1)",9.18,9.18,18.36,8.367,1.0,90.0,65.501
HUGTAE,A b a 2,False,"(0, 0, 1)",11.552,11.552,23.104,8.187,1.0,90.0,70.485
KOWZOO,A b a 2,False,"(0, 0, 1)",7.461,7.461,14.922,7.286,1.0,90.0,63.976
LICWIG,C 2 c b,False,"(1, 0, 0)",7.351,7.351,14.702,7.836,1.0,90.0,61.942
LIHCUA,A b a 2,False,"(0, 0, 1)",13.672,13.672,27.344,10.729,1.0,90.0,68.577
MUZTIL,A b a 2,False,"(0, 0, 1)",13.25,13.25,26.5,9.795,1.0,90.0,69.712
NIBBIL,A b a 2,False,"(0, 0, 1)",13.363,13.363,26.726,9.275,1.0,90.0,70.863
NIGSAZ,A b a 2,False,"(0, 0, 1)",15.328,15.328,30.656,8.782,1.0,90.0,74.015
RAQJEZ,A b a 2,False,"(0, 0, 1)",16.227,16.227,32.454,8.834,1.0,90.0,74.771
SAFBUA,A b a 2,False,"(0, 0, 1)",9.137,9.137,18.274,6.416,1.0,90.0,70.651
TAXZEX,A b a 2,False,"(0, 0, 1)",12.266,12.266,24.532,10.522,1.0,90.0,66.784
TEXMIU,A b a 2,False,"(0, 0, 1)",14.558,14.558,29.116,12.067,1.0,90.0,67.489
TIDSUV,A b a 2,False,"(0, 0, 1)",10.221,10.221,20.442,9.424,1.0,90.0,65.248
TOQQIA,C 2 c b,False,"(1, 0, 0)",13.94,13.94,27.88,9.766,1.0,90.0,70.697
UGETAE,A b a 2,False,"(0, 0, 1)",11.088,11.088,22.176,8.644,1.0,90.0,68.703
UROJIW,A b a 2,False,"(0, 0, 1)",8.632,8.632,17.264,8.984,1.0,90.0,62.51
YOWQOT,A b a 2,False,"(0, 0, 1)",10.395,10.395,20.79,10.291,1.0,90.0,63.667
ZAVRAP,A b a 2,False,"(0, 0, 1)",11.183,11.183,22.366,10.011,1.0,90.0,65.884
HUPQAK01,F d d 2,False,"(0, 0, 1)",12.497,12.497,21.86436022388947,5.635,1.1527707361845907,97.41180997362314,71.31
POCPAC,F d d 2,False,"(0, 0, 1)",14.375,14.375,13.200028636332576,8.279,2.2940518796810645,108.30045526669164,66.629
QISBIH,F d d 2,False,"(0, 0, 1)",11.582,11.582,9.612307527331822,8.132,2.659472738614804,115.02413544322586,62.229
VELZUI04,F d d 2,False,"(0, 0, 1)",15.362,15.362,9.32738060765186,10.954,4.068689691018358,54.0555931416658,61.862
AFIPAG,F d d 2,False,"(0, 0, 1)",11.926,11.926,17.179019063962876,7.939,1.4270337440040148,76.64404693330718,63.472
AGEJUT,F d d 2,False,"(0, 0, 1)",12.468,12.468,17.712070912233838,9.231,1.4584034549879037,105.12940687264948,60.946
AHENOT,F 2 d d,False,"(1, 0, 0)",13.146,13.146,26.29298461567268,8.476,0.9999625521527103,90.0,72.13
AKOBAD,F d d 2,False,"(0, 0, 1)",14.978,14.978,28.90474647873598,9.874,1.0518624326811992,99.84596624892448,63.684
AKOPOG,F d d 2,False,"(0, 0, 1)",13.909,13.909,22.3788493225188,8.979,1.2689463394224023,78.40455760428428,64.148
AKOSUR,F d d 2,False,"(0, 0, 1)",13.392,13.392,24.920353147577984,8.899,1.0924278484787686,100.311518059253,63.489
AMIFEJ,F d d 2,False,"(0, 0, 1)",10.81,10.81,15.960323430306792,5.379,1.3743781250978435,80.27031795717949,69.517
AQAPOA,F d d 2,False,"(0, 0, 1)",11.867,11.867,14.727423264101564,8.373,1.6807578427919347,106.49908305528471,62.12
AQUHOK,F d d 2,False,"(0, 0, 1)",12.83,12.83,24.01826388396963,7.42,1.0812520754237374,98.85880414737149,66.572
AYEKOF,F d d 2,False,"(0, 0, 1)",11.793,11.793,22.30599354433692,8.596,1.0776450362086945,101.1279127844352,61.324
BAMCEZ,F d d 2,False,"(0, 0, 1)",10.107,10.107,17.995389437297543,6.042,1.1394832017430925,80.32844485792441,65.844
BAWTIC,F d d 2,False,"(0, 0, 1)",11.452,11.452,21.24841417612147,7.026,1.0928954339525605,99.49723446851704,65.306
BEFKAB,F d d 2,False,"(0, 0, 1)",12.633,12.633,19.382675898853595,4.663,1.3130232324029536,96.89210257934636,74.536
BEFZES,F d d 2,False,"(0, 0, 1)",12.23,12.23,21.228401093817688,5.613,1.162401313400829,82.41482001211489,71.012
BEHBID,F d d 2,False,"(0, 0, 1)",12.226,12.226,11.462186397018677,6.801,2.234082825451064,107.27750495214586,67.345
BOYSAM,F d d 2,False,"(0, 0, 1)",14.173,14.173,21.442039198732942,5.902,1.3347530847346178,97.9321313515465,72.64
CAZXOR,F d d 2,False,"(0, 0, 1)",15.452,15.452,14.931027593571718,6.177,2.115605894397388,78.05339773900045,73.304
CEMTIA,F d d 2,False,"(0, 0, 1)",14.328,14.329,17.442572545355798,9.807,1.711910973062025,106.31989689197148,62.831
CISNAT,F 2 d d,False,"(1, 0, 0)",11.303,11.303,22.605104025418687,8.749,1.000039635941525,90.0,68.841
DACSAD,F d d 2,False,"(0, 0, 1)",10.795,10.795,20.04161360769137,8.141,1.100165401835256,101.71244594431448,60.51
DITSIL,F d d 2,False,"(0, 0, 1)",10.556,10.556,21.11209890086725,7.065,0.9999953154412684,90.0,71.499
DITZUE,F d d 2,False,"(0, 0, 1)",11.531,11.532,18.58770391952702,7.248,1.2650513665939669,101.24472359237645,64.761
DOSBOE,F d d 2,False,"(0, 0, 1)",13.386,13.386,25.245257713083465,5.143,1.066036420224688,95.85435104055573,73.917
DTREAS01,F d d 2,False,"(0, 0, 1)",8.918,8.918,16.998278648145522,6.547,1.0693885511642307,101.1279127844352,61.146
DUNKAA,F d d 2,False,"(0, 0, 1)",12.361,12.361,19.803617270589736,7.798,1.2733102343804916,101.36158176700366,64.675
EBUGER,F d d 2,False,"(0, 0, 1)",10.967,10.967,12.75406166677894,5.067,1.7548640495924532,78.52151214731204,70.875
EDIPAL,F d d 2,False,"(0, 0, 1)",11.491,11.491,15.72826312724962,7.539,1.5051833842116429,103.886540362629,63.787
ETOMAB,F d d 2,False,"(0, 0, 1)",14.827,14.827,27.30145338622104,6.522,1.0939425589482494,83.16560673606817,71.763
EVOQOW,F d d 2,False,"(0, 0, 1)",12.83,12.83,9.352721796354256,6.795,2.944428358181918,111.28455100900894,68.342
EYOREQ,F d d 2,False,"(0, 0, 1)",8.703,8.703,14.510405232108438,5.304,1.2201579037128147,100.5445503228614,65.426
FAJBEB,F d d 2,False,"(0, 0, 1)",11.769,11.769,17.271697339867906,8.346,1.404556256850393,104.00461209638632,61.983
FAZQOP,F d d 2,False,"(0, 0, 1)",14.234,14.234,26.10454705602072,7.358,1.101542837479828,98.10571605866936,68.807
FEVCIT,F d d 2,False,"(0, 0, 1)",13.523,13.523,27.04647293086476,9.634,0.9999825141390536,90.0,70.394
FIBRIT,F d d 2,False,"(0, 0, 1)",14.582,14.582,28.15050146977848,9.786,1.0520512136875322,100.02046954863285,63.272
FIBRIT01,F d d 2,False,"(0, 0, 1)",14.543,14.543,28.08081715335221,9.733,1.0516530781031603,99.96229142946645,63.358
FIBRIT02,F d d 2,False,"(0, 0, 1)",14.675,14.675,28.302409031741448,9.902,1.0532677696359545,100.07865810778766,63.157
FITXAJ,F d d 2,False,"(0, 0, 1)",16.064,16.064,9.652638395796249,7.465,3.6096840150387006,67.23204104362681,70.777
FOFZEH01,F d d 2,False,"(0, 0, 1)",12.84,12.84,18.65431974101441,8.023,1.4095894337537989,102.4155273049085,64.893
GANFAC,F d d 2,False,"(0, 0, 1)",11.295,11.295,10.307614466985076,7.708,2.363075141205256,111.96252021348344,62.894
GASJAM,F d d 2,False,"(0, 0, 1)",16.874,16.874,18.689881781327564,10.483,1.880919691091252,106.26020470831196,65.031
GINYIN,F d d 2,False,"(0, 0, 1)",10.939,10.939,12.69613311209362,5.974,1.772849848160051,103.59162277394788,67.735
GIPYIN,F d d 2,False,"(0, 0, 1)",15.045,15.045,10.481253026236892,9.142,3.190011219110195,115.84894251398586,65.501
GIZROW01,F d d 2,False,"(0, 0, 1)",11.939,11.939,17.130185200399907,8.442,1.4381069842569123,75.75906168710662,62.074
GUGVUA,F d d 2,False,"(0, 0, 1)",12.138,12.138,18.53656000988317,5.702,1.325439476645258,98.85880414737149,70.583
HCYSAC,F 2 d d,False,"(1, 0, 0)",7.698,7.698,15.39631748178765,6.06,0.999979379368604,90.0,68.514
HEJHEL,F d d 2,False,"(0, 0, 1)",15.021,15.021,29.79327153905727,8.755,1.0194229873072005,98.45311196440308,66.383
HEJTAR,F d d 2,False,"(0, 0, 1)",13.433,13.433,24.60982326226664,5.165,1.097745989063875,96.0271665601311,73.912
HICYIC,F d d 2,False,"(0, 0, 1)",12.53,12.53,21.04926830082224,9.24,1.2201597457604405,102.65030498260096,61.072
HIFRIY,F d d 2,False,"(0, 0, 1)",13.537,13.537,21.8794598882148,5.562,1.247517790843555,97.29626796504029,72.88
HUPQAK,F d d 2,False,"(0, 0, 1)",12.501,12.501,12.762184765940354,5.665,2.009205329691997,77.17347017415783,71.224
IDIJOU,F d d 2,False,"(0, 0, 1)",11.682,11.682,21.272447625978536,6.164,1.1100535595556087,98.3372791889057,68.405
IKIDOY,F d d 2,False,"(0, 0, 1)",14.388,14.388,26.61975629114587,6.509,1.0891373792019725,97.00754235151668,71.27
JACCIZ,F 2 d d,False,"(1, 0, 0)",11.688,11.688,23.375182908375283,7.505,1.0000349555179064,90.0,72.198
JAQXOP,F d d 2,False,"(0, 0, 1)",11.045,11.045,18.412475037321844,5.759,1.2146003570646662,81.02520243060472,68.658
JAYPAD,F d d 2,False,"(0, 0, 1)",9.275,9.275,16.565417592080195,6.863,1.144593556997049,101.94660226099955,60.98
JINMEZ,F d d 2,False,"(0, 0, 1)",11.507,11.507,17.14555525493415,5.139,1.3576323300151567,98.62692655867863,71.476
JOKMOO,F d d 2,False,"(0, 0, 1)",12.928,12.928,20.32165386970264,6.039,1.2867005742250417,98.56897955219632,70.674
JUBSII,F 2 d d,False,"(1, 0, 0)",13.722,13.723,23.8291444454055,5.515,1.159568890761179,83.33869313251476,73.213
JUZXIO,F d d 2,False,"(0, 0, 1)",12.519,12.519,11.839090547841923,6.884,2.2105230825551123,106.91783404557256,67.58
JUZXOU,F d d 2,False,"(0, 0, 1)",13.393,13.393,24.473551622108303,6.746,1.1050606169761483,97.9321313515465,69.299
JUZXOU01,F d d 2,False,"(0, 0, 1)",13.341,13.341,11.877523142473772,6.669,2.340741658954144,106.31989689197148,69.442
KAYSOS,F d d 2,False,"(0, 0, 1)",13.35,13.35,9.771277296239218,7.573,2.963408043852012,112.7679589563732,66.962
KIGKET,F d d 2,False,"(0, 0, 1)",11.252,11.252,10.073880731872896,5.634,2.3269748064913296,106.26020470831196,69.408
KIHMUN,F d d 2,False,"(0, 0, 1)",18.231,18.231,34.569703397628395,8.746,1.0632121276026256,97.2385081759144,70.233
KOPSOZ,F d d 2,False,"(0, 0, 1)",12.529,12.529,19.074093871007346,6.718,1.3345511459630777,100.13685717260178,68.096
KUFGAT,F 2 d d,False,"(1, 0, 0)",11.825,11.825,17.6037750496875,6.073,1.363786416689111,99.90412368471956,68.95
LATDUF,F 2 d d,False,"(1, 0, 0)",14.208,14.208,28.41699674490604,8.548,0.9999649243403524,90.0,73.258
LEKRAU,F d d 2,False,"(0, 0, 1)",10.316,10.316,20.6328013124733,7.293,0.9999611631759951,90.0,70.531
LIWREO,F 2 d d,False,"(1, 0, 0)",12.27,12.27,24.540260226819115,7.922,0.9999893959225896,90.0,72.107
LUGQEL,F d d 2,False,"(0, 0, 1)",10.016,10.017,20.03351037636689,9.517,0.9999745238673948,90.0,64.59
LUJQUE,F d d 2,False,"(0, 0, 1)",14.178,14.178,26.316140237504435,7.523,1.0887025733431193,98.22148072134516,68.297
MILJAS,F d d 2,False,"(0, 0, 1)",19.794,19.794,38.95207855814629,11.964,1.0285960169072184,98.85880414737149,65.592
MIRLUW,F d d 2,False,"(0, 0, 1)",14.871,14.871,28.55094297917321,6.166,1.0478458681488465,96.20003713251636,72.726
MUMWEY,F d d 2,False,"(0, 0, 1)",13.698,13.698,24.8913109337375,9.056,1.1193193137264894,100.48627587092996,63.621
MURFUA,F d d 2,False,"(0, 0, 1)",14.67,14.67,26.548662207350485,5.685,1.1115216541585582,96.14240739101976,73.797
MUSNET,F d d 2,False,"(0, 0, 1)",13.74,13.74,10.123990566965182,6.035,2.8435383789614,107.33751801753051,71.769
MUWJAS,F d d 2,False,"(0, 0, 1)",15.534,15.534,10.283932516309118,11.024,3.578487299933311,122.41175439366975,61.977
MUZPAA,F d d 2,False,"(0, 0, 1)",11.208,11.208,19.92631260419248,5.466,1.1356527280262074,97.87428614217026,69.918
NABDOK,F d d 2,False,"(0, 0, 1)",17.807,17.807,34.876217985899785,9.519,1.0307309905222868,97.8164490086144,68.176
NANTUR,F d d 2,False,"(0, 0, 1)",13.044,13.044,25.513574818123782,9.217,1.0396869010215304,100.4280123872704,62.063
NASCOC,F d d 2,False,"(0, 0, 1)",15.083,15.083,29.658668227012488,8.17,1.0269311248288502,97.9321313515465,67.878
NEFVUR,F d d 2,False,"(0, 0, 1)",15.777,15.777,29.24815647181887,9.203,1.092384318180853,99.03280816044166,66.383
NEMSIL,F d d 2,False,"(0, 0, 1)",16.243,16.243,16.02366328278275,8.825,2.108678325524863,105.96201416284724,67.838
NOGBET,F d d 2,False,"(0, 0, 1)",13.672,13.672,26.47354241502259,7.138,1.0424230427952337,97.75861988858682,68.606
OBIQUN,F d d 2,False,"(0, 0, 1)",10.371,10.371,16.708840803598555,4.567,1.253195072244575,97.87428614217026,71.711
OHUTAP,F d d 2,False,"(0, 0, 1)",11.616,11.616,12.814767301827995,7.15,1.887873846324768,73.79946934244334,65.22
OLOKUX,F d d 2,False,"(0, 0, 1)",15.79,15.79,10.2778647587911,9.205,3.4368090805257574,116.61543825546782,66.383
OSIWUK,F d d 2,False,"(0, 0, 1)",13.296,13.296,21.018660090500536,5.851,1.2775636232689973,97.98998469911167,71.74
OXUCIU,F d d 2,False,"(0, 0, 1)",14.437,14.437,26.53352869484193,5.773,1.0947307479546284,96.25767317182658,73.293
OYUGAR,F d d 2,False,"(0, 0, 1)",12.799,12.799,24.134801511510304,9.725,1.082723118243942,101.59544239571572,60.344
OZUHEX,F d d 2,False,"(0, 0, 1)",16.588,16.588,32.61510548810168,11.458,1.0333274540277304,100.13685717260178,62.596
PEHRED,F d d 2,False,"(0, 0, 1)",12.828,12.828,16.750474739540966,5.997,1.556801873454085,100.311518059253,70.68
PEVREN,F d d 2,False,"(0, 0, 1)",11.077,11.077,9.60139703376545,6.469,2.450728801193784,70.30579710834773,66.343
PIRLOT,F d d 2,False,"(0, 0, 1)",11.711,11.711,22.28092953626486,5.177,1.0583576216096404,96.66130686748524,71.666
POTJUD,F d d 2,False,"(0, 0, 1)",10.55,10.55,18.433074729952136,7.1,1.1666153389047915,101.1279127844352,63.203
POYMIA,F d d 2,False,"(0, 0, 1)",12.68,12.68,21.47788297295616,6.322,1.1937174787540732,98.45311196440308,69.506
QADVEW01,F d d 2,False,"(0, 0, 1)",13.424,13.424,26.84871967152252,9.772,0.9999731953131724,90.0,69.998
QASZEQ,F d d 2,False,"(0, 0, 1)",15.898,15.898,30.66648007189609,5.78,1.041443702938436,95.39376647126186,74.76
QAXSUH,F d d 2,False,"(0, 0, 1)",13.662,13.662,24.94096044662274,5.515,1.1023593576839703,96.37296438557485,73.132
QEMVAI,F d d 2,False,"(0, 0, 1)",13.513,13.513,23.87967043323672,5.617,1.1397202097745267,96.77669091415586,72.668
QENZIV,F d d 2,False,"(0, 0, 1)",10.754,10.754,13.50606278676358,4.172,1.6116961836581771,98.85880414737149,73.791
QIWVOI,F d d 2,False,"(0, 0, 1)",11.071,11.071,14.978329412855093,6.368,1.5129887618311186,77.70178190194432,66.652
QUWWIQ,F d d 2,False,"(0, 0, 1)",10.447,10.447,16.53160476178886,7.332,1.2962273339475638,102.82652982584216,62.229
RACYUT,F d d 2,False,"(0, 0, 1)",18.122,18.122,26.462853965511734,9.73,1.3934086781708903,100.60283580957784,68.062
REFWAC,F d d 2,False,"(0, 0, 1)",11.368,11.368,18.269714639260243,7.033,1.2683096808210297,101.1279127844352,65.088
RERXEU,F d d 2,False,"(0, 0, 1)",8.248,8.249,16.49663435370985,8.013,1.0000221649023862,90.0,64.091
REZNAL,F d d 2,False,"(0, 0, 1)",16.394,16.394,31.27216455571952,6.04,1.053439975502279,95.56644310731042,74.53
RIDZUA,F d d 2,False,"(0, 0, 1)",14.331,14.331,14.978984511641636,9.319,2.0133216475165217,71.88049453809843,64.005
RIYYUW,F d d 2,False,"(0, 0, 1)",13.396,13.397,26.793522538106107,12.879,0.999980497595814,90.0,64.326
RODXIR,F d d 2,False,"(0, 0, 1)",11.206,11.206,20.06891230236457,8.442,1.142222071251741,102.12235224478913,60.544
ROPSOH,F d d 2,False,"(0, 0, 1)",14.862,14.862,11.529648086563611,7.135,2.710705605869168,72.00102381206236,70.205
SATNIN,F d d 2,False,"(0, 0, 1)",13.567,13.567,27.13493453096948,10.771,0.999965559859066,90.0,68.348
SEKHOI,F d d 2,False,"(0, 0, 1)",11.24,11.241,22.481589667992782,9.5,0.9999737710721752,90.0,67.093
SIMZET,F d d 2,False,"(0, 0, 1)",13.716,13.716,22.725165345933128,5.269,1.2153243250477304,96.66130686748524,73.923
SOPWOJ,F d d 2,False,"(0, 0, 1)",14.392,14.392,27.535312745636286,8.285,1.0573109972992274,81.37307344132137,66.669
SUGVEV,F d d 2,False,"(0, 0, 1)",19.117,19.117,37.368672708567,6.88,1.0275141702955324,95.27867610332108,74.897
SUHWOI,F d d 2,False,"(0, 0, 1)",12.38,12.38,21.55146287378191,5.792,1.1593335722598503,97.70079871987112,70.68
SUVJOI,F d d 2,False,"(0, 0, 1)",14.543,14.543,7.220808057274477,10.626,5.95006041104033,137.3917824702035,61.278
TANHOF,F d d 2,False,"(0, 0, 1)",14.849,14.849,28.3898343249833,8.147,1.057096050509574,98.27937569810446,67.609
TEDBAF,F d d 2,False,"(0, 0, 1)",11.615,11.615,10.81381357338844,7.985,2.3112872731247487,111.65395791091964,62.727
TURBEN,F d d 2,False,"(0, 0, 1)",10.167,10.167,11.763477589556585,7.691,1.8291279929313216,70.91321150106697,60.43
UGEREE,F d d 2,False,"(0, 0, 1)",24.388,24.388,47.50333134633823,11.067,1.0337699053104303,96.66130686748524,71.23
USIMEP,F d d 2,False,"(0, 0, 1)",10.448,10.448,15.811959524360034,7.24,1.357607833303518,103.23820472512602,62.538
VADSUQ,F 2 d d,False,"(1, 0, 0)",13.201,13.201,26.40143821840015,9.03,1.0000212784468483,90.0,71.116
VELZUI,F d d 2,False,"(0, 0, 1)",15.453,15.453,30.461695373041863,10.947,1.031432471443051,100.36975980547744,62.005
VELZUI03,F d d 2,False,"(0, 0, 1)",15.362,15.362,9.32738060765186,10.954,4.068689691018358,54.0555931416658,61.862
VOSLEX,F d d 2,False,"(0, 0, 1)",11.554,11.554,19.174411281705627,5.825,1.219315668592718,98.74284731349977,69.282
VUGSUO,F d d 2,False,"(0, 0, 1)",11.331,11.331,17.30921607121478,7.869,1.344339029998794,103.12051328329063,62.498
WIPKAL,F d d 2,False,"(0, 0, 1)",14.413,14.413,13.119632311920942,10.767,2.408946508163792,65.79516519854168,60.745
WOWTUA,F d d 2,False,"(0, 0, 1)",12.159,12.159,24.31807048266782,6.827,0.9999971016340352,90.0,74.318
WOWWIR,F d d 2,False,"(0, 0, 1)",13.373,13.373,22.087802086219444,5.371,1.2200079245125102,97.00754235151668,73.218
WOZZUG,F d d 2,False,"(0, 0, 1)",12.544,12.544,15.4131098743894,9.267,1.7068624745006429,107.51767533524622,61.003
WUHLUG,F d d 2,False,"(0, 0, 1)",12.04,12.04,18.791159437352448,6.454,1.300840144357347,80.09587631528045,68.09
WUVGEB,F d d 2,False,"(0, 0, 1)",14.061,14.061,26.515002187440977,9.931,1.079652275306453,100.777759145204,62.103
XEJBAR,F d d 2,False,"(0, 0, 1)",13.502,13.502,25.914805189312148,6.044,1.0492360710623478,83.28100453100622,71.425
XIBYUF,F d d 2,False,"(0, 0, 1)",15.606,15.606,29.282860533083173,5.779,1.0711415287648571,95.6815889505198,74.462
XUZXIC,F d d 2,False,"(0, 0, 1)",13.079,13.079,16.75450378256545,6.318,1.5899065961965422,100.89443110054762,70.073
YAPGAZ,F d d 2,False,"(0, 0, 1)",16.262,16.262,9.961509624549883,9.686,3.73583622763737,60.92198951922023,65.93
YENJEI,F d d 2,False,"(0, 0, 1)",9.269,9.269,12.522016970121069,5.831,1.522331975547385,103.473758888625,64.739
YIDJUS,F d d 2,False,"(0, 0, 1)",12.53,12.53,23.35294750133267,5.899,1.0817189852450266,97.2385081759144,70.565
YOBJUW,F d d 2,False,"(0, 0, 1)",14.682,14.682,21.976614775711024,8.038,1.359098769419893,100.5445503228614,67.672
YUKMEW,F d d 2,False,"(0, 0, 1)",13.923,13.923,25.990606072194623,6.603,1.080133241958279,97.29626796504029,70.422
ZAJZOC,F d d 2,False,"(0, 0, 1)",11.174,11.174,14.90461539255542,4.652,1.5179859385510444,98.97479756939528,72.663
ZEJVER,F 2 d d,False,"(1, 0, 0)",13.29,13.29,16.029945102838,9.344,1.7331522002684492,106.91783404557256,62.212
ZEKQIR,F d d 2,False,"(0, 0, 1)",12.536,12.536,15.563430630808876,5.933,1.6411697493455242,101.0111488006982,70.445
ZEWREC,F d d 2,False,"(0, 0, 1)",12.56,12.56,23.22160935422005,5.571,1.0896247837275188,96.89210257934636,71.597
ZOCVEU,F d d 2,False,"(0, 0, 1)",10.629,10.629,17.737098071556126,6.445,1.218861741418222,100.48627587092996,65.535
ZOGTEX,F d d 2,False,"(0, 0, 1)",11.833,11.833,10.238201404543672,6.505,2.438098790580343,71.45798360085952,67.586
VELZUI06,F d d 2,False,"(0, 0, 1)",15.525,15.526,9.405854878744409,10.97,4.063205919261703,125.66182448436864,62.08
MITZIC,P -4,True,"(0, 0, 1)",25.465,25.465,36.012948365830866,14.683,1.414213562373095,90.0,73.917
HAVKOH,P c c n,False,"(1, 0, 0)",6.416,14.889,10.22291074009746,7.128,2.1501179042074754,104.24093831289338,65.65
JAJNEO,P n a a,False,"(0, 1, 0)",2.25,6.749,8.999,4.578,0.9999999999999998,90.0,63.037
AGUKAP,R 3 c,True,"(0, 0, 1)",20.735,20.735,20.954360262246137,9.078,1.9999066958781613,98.27937569810446,73.74
AGUKET,R 3 c,True,"(0, 0, 1)",20.994,20.994,21.21024042768021,9.068,2.000166139511731,98.22148072134516,73.923
APOCIU,R 3 c,True,"(0, 0, 1)",21.123,21.123,21.38158761645169,9.942,1.9999829762863093,98.91679625299096,72.577
ATELOB,R 3 c,True,"(0, 0, 1)",19.889,19.89,20.23897914915671,11.237,1.9999874880670048,79.33886760229882,69.362
EFILUD,R 3 c,True,"(0, 0, 1)",20.588,20.588,21.38288848588984,17.328,1.999928611801616,105.66426685137353,60.705
EHIXUO,R 3 c,True,"(0, 0, 1)",16.028,16.028,16.368034243610317,9.956,2.000095948420104,101.71244594431448,67.5
