ccdc_code,spacegroup,is_overlapped,line_direction,m,n,x,y,k,sigma,theta
SUJGOV,P c c n,False,"(1, 0, 0)",3.654,7.607,7.5034576029987665,32.27,2.669458663806017,145.7917875545176,16.312
SUMNIX,P c c n,False,"(0, 1, 0)",2.499,6.575,9.268110972576885,23.364,1.8308110095417247,147.67193587783774,16.22
TAYHUA,P c c n,False,"(0, 1, 0)",2.248,6.743,8.991,19.049,1.0,90.0,25.267
TEMCOD,P c c n,False,"(0, 1, 0)",1.98,5.941,7.921,22.756,1.0,90.0,19.194
TIDJIA,P c c n,False,"(1, 0, 0)",2.906,6.384,6.611465646889501,25.559,2.368438213089833,143.61025532246646,16.742
TOXKEW,P c c n,False,"(1, 0, 0)",5.7,11.763,9.73648627585948,51.31,2.7304501368694503,138.93806853172998,16.581
TUJYED,P c c n,False,"(0, 1, 0)",4.369,9.376,14.43332408005862,22.402,1.0150021843219497,110.24285143455012,26.643
TUKCOR,P c c n,False,"(1, 0, 0)",2.986,7.094,6.103494163182267,30.672,2.076161422746632,127.30083550178074,16.346
TUNHAN,P c c n,False,"(1, 0, 0)",2.136,6.406,8.542,29.179,1.0,90.0,16.318
UDOWIU,P c c n,False,"(0, 1, 0)",1.875,5.625,7.5,21.316,1.0,90.0,19.383
UJODAB,P c c n,False,"(0, 1, 0)",3.894,7.092,17.683290700545527,17.992,1.213465007025292,149.2044876859724,18.317
USOTAA,P n a a,False,"(0, 1, 0)",2.04,5.966,9.873758605515937,17.674,1.0657839956497352,130.46624852410716,18.392
VALZOX,P c c n,False,"(1, 0, 0)",4.026,9.0,14.489661176162816,34.917,1.023482391366337,118.5548601358114,17.292
VIBJAT,P c c n,False,"(0, 1, 0)",2.495,6.745,6.939281663111824,17.736,1.7850349491196835,131.75908846821056,22.454
VIKNEI,P c c n,False,"(0, 1, 0)",2.356,5.393,5.653178398034154,22.279,2.199231125878641,141.44406002229468,16.186
VINHOQ,P c c n,False,"(0, 1, 0)",1.91,5.73,7.64,17.477,1.0000000000000002,90.0,23.612
VOFXAP,P c c n,False,"(1, 0, 0)",2.365,6.766,6.658417604806716,29.197,1.6954049851615711,126.01521021711582,15.418
WIKVOB,P c c n,False,"(1, 0, 0)",2.129,5.489,10.346263915056488,7.345,1.048598644485801,135.39787468375354,27.376
WISJIU,P c c n,False,"(0, 1, 0)",4.801,4.819,13.53668607894857,12.781,1.1518890146056455,38.09396596280848,22.317
WUFKEQ,P c c n,False,"(0, 1, 0)",2.538,6.072,6.755762947291742,21.634,2.0572658123888914,141.72067826207223,17.727
WUFLIV,P c c n,False,"(0, 1, 0)",4.267,8.343,15.862660085874625,17.711,1.38542631228609,144.98481484375137,22.328
XARVAP,P c c n,False,"(0, 1, 0)",2.217,5.169,5.916514091929471,22.172,2.1337978481159894,144.19374949268857,15.315
XITQAT,P c c n,False,"(0, 1, 0)",2.577,5.959,7.520625705351915,24.14,2.161245430490079,148.3206020332062,15.613
XUZSOC,P c c n,False,"(1, 0, 0)",4.172,7.116,16.48822491962067,17.268,1.2617525606834463,147.1401196211109,19.939
YAPKEH,P c c n,False,"(1, 0, 0)",2.0,5.951,6.546152839645588,18.348,1.644178956997835,132.37654252877886,19.257
YIRNAP,P c c n,False,"(0, 1, 0)",2.37,6.33,7.3592907266937075,23.045,1.8060348389112453,139.11282443829222,16.914
YOWRAD,P c c n,False,"(1, 0, 0)",2.622,7.196,7.126357274232047,18.368,1.7594790955909794,128.46233261635476,23.296
YOWZOZ,P c c n,False,"(1, 0, 0)",2.299,6.896,9.195,28.381,1.0,90.0,17.951
YUCBUV,P c c n,False,"(1, 0, 0)",2.519,5.689,6.196842663808724,24.456,2.2481073767592816,143.9009837412679,15.567
ZEPKEK,P c c n,False,"(0, 1, 0)",1.998,5.98,7.133585423894496,16.76,1.63636895715413,136.8863940541013,19.962
ZIXMAY,P c c n,False,"(1, 0, 0)",3.809,7.506,16.21586149422842,15.947,1.222174008964671,145.1850232290338,21.142
ZUPPOS,P c c n,False,"(1, 0, 0)",3.356,8.53,7.936147176054638,20.385,1.9031438495020527,128.0973880214233,25.181
XUSLOM,R 3 c,True,"(0, 0, 1)",11.766,11.767,25.973377023406105,34.732,1.995675205964272,152.99917662773316,22.128
ZEVRIF,R 3 c,True,"(0, 0, 1)",11.192,11.192,21.8757966712072,28.194,1.9985939473973704,30.795512314027608,25.474
BURFUP,P n n a,False,"(0, 1, 0)",6.029,12.057,24.429334681894225,21.896,0.9997141259084958,47.77838594485368,25.273
PIWGUZ,P n n a,False,"(0, 1, 0)",1.489,9.241,17.23312879311241,16.204,1.1046140871098007,34.309992687903126,19.418
AKUBIR,R -3,True,"(0, 0, 1)",7.441,7.441,20.53103312062012,18.97485831304149,1.4972518351677349,28.95502437185985,21.944
BURBEY,R -3,True,"(0, 0, 1)",10.423,10.423,31.363788578550267,44.372,1.997194620745976,19.438370662868344,15.745
CUPBEV,R -3,True,"(0, 0, 1)",9.58,9.581,22.484480025119552,30.511,2.0032079250389363,154.8232830593903,20.644
DUKLIE,R -3,True,"(0, 0, 1)",8.966,8.966,24.21877701288816,33.747,2.000696596919653,21.720533975263933,17.681
FANNEO,R -3,True,"(0, 0, 1)",12.933,12.934,26.568455374748453,34.811,2.003593854453985,150.9268459898382,24.024
FEPHUG,R -3,True,"(0, 0, 1)",11.471,11.471,25.214443638517984,33.681,2.004116078232797,27.00082337226686,22.225
FERLEW,R -3,True,"(0, 0, 1)",7.375,7.375,20.819670050219337,19.405820389769666,1.560483440477334,27.00082337226686,21.234
GALNAI,R -3,False,"(0, 0, 1)",0.001,6.239,7.576585312658995,12.899884534366963,0.999844876518934,55.458709541466,19.945
HEXYOZ,R -3,True,"(0, 0, 1)",9.591,9.591,19.6383311409091,25.705,2.002712270280411,29.19084720028572,24.116
IPHFUR,R -3,False,"(0, 0, 1)",0.001,6.743,7.922679029217325,12.47464215919639,1.0001468540319078,121.66824325354165,22.07
KACKEE,R -3,True,"(0, 0, 1)",9.901,9.902,19.38269057690392,24.995,2.0021491852323385,149.31658289102418,25.422
NUNCOO,R -3,True,"(0, 0, 1)",6.224,6.224,16.208295561224197,18.31748028523574,1.1671395809448764,41.14908028450137,22.185
OBEHEM,R -3,True,"(0, 0, 1)",7.564,7.565,22.68929496480664,32.088,2.003620164003163,160.56162933713168,15.796
OCEKEO,R -3,True,"(0, 0, 1)",10.562,10.562,21.87745700487148,28.738,2.00194462382278,28.8364528857404,23.795
PIPROZ,R -3,True,"(0, 0, 1)",11.448,11.448,25.04684271520065,33.415,1.9963154113336563,27.25214491165065,22.351
PIZFAH,R -3,False,"(0, 0, 1)",0.001,8.486,9.91211067331272,15.362524043919343,1.0002802728852755,58.868768290907845,22.5
REGLIY,R -3,False,"(0, 0, 1)",0.001,6.899,8.135810777052278,12.934621641161367,1.0001234426737953,57.99454517223575,21.807
SAKPEA,R -3,False,"(0, 0, 1)",0.001,11.212,13.061728943750134,20.09749103744047,1.0000856839429266,120.86386565982151,22.706
SORHAI,R -3,False,"(0, 0, 1)",0.001,9.909,11.085232113041208,26.900991115570445,0.9999425371334054,116.61543825546782,17.275
TRTLIM,R -3,True,"(0, 0, 1)",7.78,7.78,15.056428062458904,17.025522077164037,1.5732773528925916,41.06193146827006,28.734
UVAGAC,R -3,True,"(0, 0, 1)",10.9,10.901,19.09450523056306,23.516,1.99979978310398,145.1850232290338,29.083
VEFYAI,R -3,True,"(0, 0, 1)",10.248,10.248,19.286050606591285,24.507,1.999155827585679,32.11314324865789,26.648
XEBVIM,R -3,True,"(0, 0, 1)",15.513,15.514,28.438740935561828,35.753,1.9993975696475657,146.9295232838331,27.508
XOCFED,R -3,True,"(0, 0, 1)",12.18,12.18,23.352901853945266,29.888,1.9986652094914643,31.460519195825093,26.064
YIYZOV,R -3,False,"(0, 0, 1)",0.001,7.905,12.321779214058331,14.17641428570709,0.9999704169477232,140.08525052442906,18.501
ZISPEZ,R -3,True,"(0, 0, 1)",11.165,11.165,23.35203042563965,30.764,1.9977280425435984,28.597962221573468,23.537
LECNIQ,I 41 c d,False,"(0, 0, 1)",6.06,6.061,25.55419333494994,12.037,1.4133107601977053,160.39018931113185,18.558
COFZOQ01,C 1 c 1,False,"(0, 1, 0)",7.032,7.033,14.064957340852478,24.53,1.0000030330093783,90.0,29.828
FIXCIC,I 1 a 1,False,"(0, 1, 0)",4.152,4.153,8.305,18.422,1.0,90.0,24.265
GIWPIP,C 1 c 1,False,"(0, 1, 0)",4.585,4.585,9.169936586476483,21.296,1.0000069153720876,90.0,23.296
HOFCIS,C 1 c 1,False,"(0, 1, 0)",4.266,4.267,8.533418189682257,21.961,0.9999509938839326,90.0,21.234
MIQGOM,I 1 a 1,False,"(0, 1, 0)",4.348,4.349,8.697,15.474,1.0,90.0,29.335
NOCFOE,C 1 c 1,False,"(0, 1, 0)",4.043,4.043,8.08681717364749,15.482,0.9998989499045248,90.0,27.576
NOCSIL,C 1 c 1,False,"(0, 1, 0)",4.233,4.234,8.466462366301524,24.273,1.0000635015754176,90.0,19.228
TITFIP,C 1 c 1,False,"(0, 1, 0)",4.169,4.17,8.338662362753393,27.478,1.000040490576536,90.0,16.879
WOBFAY,C 1 c 1,False,"(0, 1, 0)",4.117,4.118,8.235705009287305,17.744,0.9999143960005232,90.0,24.895
YODVEW,C 1 c 1,False,"(0, 1, 0)",3.91,3.911,7.821021033087688,20.985,0.9999973106979768,90.0,20.437
ABUMOC,C 1 c 1,False,"(0, 1, 0)",3.927,3.928,7.854285772748531,19.406,1.0000909347166802,90.0,22.036
ACAXAG,C 1 c 1,False,"(0, 1, 0)",4.039,4.039,8.077991086897782,20.993,1.0000011033810414,90.0,21.045
ACHPQZ,A 1 a 1,False,"(0, 1, 0)",3.616,3.616,7.232,20.33,1.0,90.0,19.584
ADOJIM,C 1 c 1,False,"(0, 1, 0)",3.876,3.876,7.752198268878319,15.128,0.9999744241734484,90.0,27.13
AFICOK,C 1 c 1,False,"(0, 1, 0)",4.631,4.631,9.261795776198047,17.897,1.0000220501301138,90.0,27.364
AGASEJ,C 1 c 1,False,"(0, 1, 0)",5.477,5.477,10.953102208963449,20.167,1.0000819668272445,90.0,28.51
AGIDON,C 1 c 1,False,"(0, 1, 0)",4.866,4.866,9.732552080518245,22.264,0.9999432748457264,90.0,23.612
AKEDAV,C 1 c 1,False,"(0, 1, 0)",4.897,4.898,9.794257143857314,19.311,1.0000758460934582,90.0,26.895
AMHMAN,C 1 c 1,False,"(0, 1, 0)",3.672,3.672,7.343704787094863,13.726,1.0000401994515975,90.0,28.149
AMHMAN01,C 1 c 1,False,"(0, 1, 0)",3.673,3.673,7.345973114571002,13.73,1.0000036598866588,90.0,28.149
AMNBOZ,C 1 c 1,False,"(0, 1, 0)",3.718,3.718,7.435673204223004,20.218,1.0000439497229128,90.0,20.191
APEXID,C 1 c 1,False,"(0, 1, 0)",4.151,4.152,8.303192759414898,14.646,0.9999767849042552,90.0,29.547
ATAVAT,I 1 a 1,False,"(0, 1, 0)",4.386,4.387,8.773,27.962,1.0,90.0,17.418
AVATIB,C 1 c 1,False,"(0, 1, 0)",3.887,3.888,7.774824113766175,13.55,1.0000226225354107,90.0,29.845
AYULUC,C 1 c 1,False,"(0, 1, 0)",4.8,4.8,9.600937454228102,19.82,0.9999023580527868,90.0,25.846
BARTAS,C 1 c 1,False,"(0, 1, 0)",4.423,4.424,8.84721973277481,22.957,0.9999751636354192,90.0,21.073
BATMUF,C 1 c 1,False,"(0, 1, 0)",4.503,4.503,9.005667659868422,26.231,1.0000369034417136,90.0,18.948
BAZYUY,C 1 c 1,False,"(0, 1, 0)",4.682,4.683,9.364655786519863,21.27,1.0000367566612145,90.0,23.766
BESLUI,C 1 c 1,False,"(0, 1, 0)",4.078,4.079,8.156904130857491,18.399,1.000011753128512,90.0,23.91
BIWRII,C 1 c 1,False,"(0, 1, 0)",5.536,5.537,11.07381366106546,24.754,0.9999265238615744,90.0,24.099
BOBQIT,C 1 c 1,False,"(0, 1, 0)",5.126,5.126,10.252246583066562,24.896,0.999975948387062,90.0,22.38
BONQUS,C 1 c 1,False,"(0, 1, 0)",4.332,4.333,8.664973687207596,17.243,1.0000030366846286,90.0,26.683
BOPVOR,C 1 c 1,False,"(0, 1, 0)",5.849,5.85,11.698338770953765,28.804,1.000056523328584,90.0,22.105
BOSWIP,B 1 1 b,False,"(0, 0, 1)",4.424,4.424,8.84876511158478,18.855,0.9999135346486056,90.0,25.141
BOTFAU,C 1 c 1,False,"(0, 1, 0)",5.542,5.543,11.08504618844685,32.54,0.999995833265278,90.0,18.81
BRMENP,C 1 c 1,False,"(0, 1, 0)",5.638,5.639,11.276797861095144,20.925,1.000017925204242,90.0,28.321
BRMENP10,C 1 c 1,False,"(0, 1, 0)",5.638,5.639,11.276797861095144,20.925,1.000017925204242,90.0,28.321
BUCCIN,C 1 c 1,False,"(0, 1, 0)",3.732,3.733,7.464311153750225,25.057,1.0000922853074563,90.0,16.587
BUFPAV,C 1 c 1,False,"(0, 1, 0)",4.65,4.651,9.3009303298111,19.198,1.000007490668829,90.0,25.852
BUFPAV01,C 1 c 1,False,"(0, 1, 0)",4.643,4.643,9.286238904960394,19.191,0.9999742732269932,90.0,25.823
CAVTEZ,C 1 c 1,False,"(0, 1, 0)",4.817,4.817,9.634971717654391,18.473,0.9998991468078094,90.0,27.542
CEGBAT,C 1 c 1,False,"(0, 1, 0)",4.554,4.555,9.108473527435867,22.297,1.0000578003067744,90.0,22.219
CEJXAQ,C 1 c 1,False,"(0, 1, 0)",3.76,3.761,7.521025262555631,13.282,0.9999966410755516,90.0,29.519
CEVWUX,C 1 c 1,False,"(0, 1, 0)",3.935,3.936,7.870929868827444,18.397,1.000008910150862,90.0,23.165
CITRON,C 1 c 1,False,"(0, 1, 0)",4.591,4.592,9.1835908554334,20.653,0.9999356618295934,90.0,23.973
CIWVIQ,C 1 c 1,False,"(0, 1, 0)",4.832,4.832,9.663611384984394,23.23,1.0000402142636042,90.0,22.586
COMWIK,C 1 c 1,False,"(0, 1, 0)",3.946,3.947,7.892543949830117,27.48,1.0000577824048598,90.0,16.026
CORVEL,C 1 c 1,False,"(0, 1, 0)",4.774,4.774,9.548837468508928,22.873,0.9999122962861512,90.0,22.655
CUKPIH,C 1 c 1,False,"(0, 1, 0)",3.397,3.398,6.794457226298508,14.63,1.0000798847771668,90.0,24.912
CUYHAF,A 1 1 a,False,"(0, 0, 1)",3.295,3.295,6.59,14.18,1.0,90.0,24.924
DAGRUC,C 1 c 1,False,"(0, 1, 0)",3.493,3.493,6.98666766062334,22.22,0.999904437901476,90.0,17.452
DAVXEG,I 1 c 1,False,"(0, 1, 0)",3.444,3.445,6.889,24.487,1.0,90.0,15.711
DEKVUL,C 1 c 1,False,"(0, 1, 0)",3.679,3.679,7.357954946858536,20.45,1.0000061230520965,90.0,19.79
DENLAM,C 1 c 1,False,"(0, 1, 0)",4.169,4.17,8.339381871577773,19.372,0.9999542086471568,90.0,23.291
DEWLAS,C 1 c 1,False,"(0, 1, 0)",4.642,4.643,9.285157726177838,19.921,0.9999830130857774,90.0,24.992
DEZXAL,C 1 c 1,False,"(0, 1, 0)",5.461,5.461,10.922133491218643,23.483,0.9999877779173132,90.0,24.941
DIFQUF,C 1 c 1,False,"(0, 1, 0)",4.265,4.265,8.529638503477154,18.451,1.000042381224327,90.0,24.809
DISLOK,I 1 a 1,False,"(0, 1, 0)",4.524,4.525,9.049,19.661,1.0,90.0,24.712
DIWVUB,C 1 c 1,False,"(0, 1, 0)",3.556,3.556,7.111274709923672,22.792,1.0001019915705571,90.0,17.332
DOFDAE,C 1 c 1,False,"(0, 1, 0)",6.374,6.375,12.748816611748715,24.134,1.0000143847273726,90.0,27.846
DOMTAC,C 1 c 1,False,"(0, 1, 0)",5.295,5.296,10.590619859101734,37.13,1.0000358941122731,90.0,15.922
DUJDES,C 1 c 1,False,"(0, 1, 0)",4.919,4.919,9.838020329314226,28.542,0.9999979335970504,90.0,19.016
DUQMOT,C 1 c 1,False,"(0, 1, 0)",3.904,3.905,7.809188498173161,21.183,0.9999758620024084,90.0,20.237
DURXIY,C 1 c 1,False,"(0, 1, 0)",3.877,3.877,7.75465021777256,15.575,0.9999161512441824,90.0,26.465
EBOKOZ,C 1 c 1,False,"(0, 1, 0)",3.926,3.926,7.852621091075259,20.41,0.999920906526871,90.0,21.045
EBONUI,C 1 c 1,False,"(0, 1, 0)",3.927,3.927,7.854630481442141,22.601,0.9999197312408736,90.0,19.165
EFIPAN,C 1 c 1,False,"(0, 1, 0)",4.251,4.251,8.502711332275135,27.523,0.9999163405357026,90.0,17.166
