ccdc_code,spacegroup,is_overlapped,line_direction,m,n,x,y,k,sigma,theta
LEZTIX,F d d 2,False,"(0, 0, 1)",11.288,11.288,22.2200983796202,10.292,1.0445158992182,103.41484875623055,55.617
LINLUR,F d d 2,False,"(0, 0, 1)",13.195,13.195,11.819124333045998,15.179,2.912232198221799,50.0588833587486,49.217
LOGMOK,F d d 2,False,"(0, 0, 1)",11.693,11.693,7.500191997542463,11.664,4.962964843398669,141.0778202817387,53.193
LUTXAB,F d d 2,False,"(0, 0, 1)",9.005,9.005,13.993138782989329,7.914,1.341917032688498,106.43933598376306,56.603
MAQXAH,F d d 2,False,"(0, 0, 1)",10.656,10.656,11.139386203916263,9.091,2.09556321080284,114.07925970212064,57.387
MEHLOA,F d d 2,False,"(0, 0, 1)",11.477,11.477,22.51611105408747,11.897,1.0569453955381436,105.30754110852,52.145
MEKCEL,F d d 2,False,"(0, 0, 1)",9.731,9.731,8.426194930097452,12.33,3.390116521475944,137.05432419205533,46.455
NANDEL,F d d 2,False,"(0, 0, 1)",11.38,11.38,22.32210115558121,10.516,1.0492555406205342,103.6505766732376,55.256
NIJGIW01,F d d 2,False,"(0, 0, 1)",14.794,14.794,29.643392130456323,11.863,1.0187135774716445,101.5369590328155,58.98
OYUDUJ,F d d 2,False,"(0, 0, 1)",9.137,9.137,18.21037945788061,11.824,1.0610962984732903,108.9655749888486,45.848
PAVXAM,F d d 2,False,"(0, 0, 1)",10.392,10.392,8.464414746454713,13.562,4.101557496660891,143.2257017041804,45.613
PERQEL,F d d 2,False,"(0, 0, 1)",9.923,9.923,15.361812913845814,8.679,1.3469690266816623,106.43933598376306,56.723
PUTDEO,F d d 2,False,"(0, 0, 1)",12.735,12.735,16.315238766257757,12.58,1.6922702138965984,67.29416447622002,53.457
QINYET,F d d 2,False,"(0, 0, 1)",11.229,11.229,9.752636207713277,14.234,3.369334425966751,136.8863940541013,46.444
QOPPUG,F d d 2,False,"(0, 0, 1)",7.957,7.957,12.2820102589112,7.321,1.357387969170062,107.33751801753051,55.394
REDTOM,F d d 2,False,"(0, 0, 1)",8.729,8.729,11.00630746435879,8.282,1.7117933566603902,112.08613243056128,54.569
SEVHIM,F d d 2,False,"(0, 0, 1)",11.985,11.985,22.15776198084996,11.519,1.1203172131374126,105.07006214488884,54.213
SEVPAL,F d d 2,False,"(0, 0, 1)",8.529,8.529,14.10798812729866,7.056,1.2487554204230542,104.47751218592992,58.184
SIDRUS,F d d 2,False,"(0, 0, 1)",9.03,9.03,11.892237552285945,9.535,1.6577601334182253,66.3592917971841,51.618
SIKROT,F d d 2,False,"(0, 0, 1)",10.882,10.882,18.84512618689511,8.917,1.188755525503614,76.29045469189148,58.413
SIKROT01,F d d 2,False,"(0, 0, 1)",10.664,10.665,12.454908630736718,8.837,1.831810075408985,110.79344438054876,58.132
SIYKET,F d d 2,False,"(0, 0, 1)",9.543,9.543,13.88227131992456,8.322,1.4412313325816235,107.4576031237221,56.809
SUCVUH,F d d 2,False,"(0, 0, 1)",10.658,10.658,20.74629145172698,8.289,1.04864772817063,101.5369590328155,59.737
TISTAR,F d d 2,False,"(0, 0, 1)",10.41,10.411,10.940028976195627,11.35,2.226546075640385,58.73480264852131,50.724
TUWLOM,F 2 d d,False,"(1, 0, 0)",8.604,8.604,17.208547178655145,9.934,0.9999682030882988,90.0,60.0
UKUTOK,F d d 2,False,"(0, 0, 1)",9.261,9.261,15.22886551913832,10.518,1.2958016723704504,69.81820423312259,49.584
USUPOQ,F d d 2,False,"(0, 0, 1)",11.179,11.179,19.92234004829754,10.575,1.163867847841654,105.3669527977777,54.66
VAVTOE,F d d 2,False,"(0, 0, 1)",10.972,10.972,14.413342603296432,9.557,1.614026797781735,70.60978761394772,56.832
VEDNIC,F d d 2,False,"(0, 0, 1)",12.33,12.33,11.2852156824759,10.313,2.4567078744478,117.19369176393847,57.897
VIDRUZ,F d d 2,False,"(0, 0, 1)",12.5,12.5,16.573646943265082,10.245,1.586036138121567,107.99897618793766,58.425
WIBHEV,F d d 2,False,"(0, 0, 1)",11.099,11.099,10.720247944893812,10.308,2.3618255081611137,118.75073397529565,55.136
WIZLAS,F d d 2,False,"(0, 0, 1)",8.448,8.448,15.630179045679547,11.183,1.15771736880998,110.9774198757282,45.201
WUJXIJ,F d d 2,False,"(0, 0, 1)",10.109,10.109,18.615529135643712,10.594,1.1330738643844616,106.5588485864924,51.818
WUPGUL,F d d 2,False,"(0, 0, 1)",10.827,10.827,20.15947072717932,9.247,1.1034581741095093,103.23820472512602,57.37
XEDDOC,F d d 2,False,"(0, 0, 1)",10.266,10.266,15.901976260829972,9.214,1.3491372247264448,106.85795602249716,56.047
XOSLEX,F d d 2,False,"(0, 0, 1)",9.686,9.686,13.676114543246555,8.794,1.4961707370913433,71.21608038899421,55.732
XOTQON,F d d 2,False,"(0, 0, 1)",9.365,9.365,14.15935323381686,12.199,1.465947479273903,115.53103940526609,45.665
XULZOT,F d d 2,False,"(0, 0, 1)",8.907,8.907,14.154847226303788,10.456,1.3540660768057329,111.65395791091964,48.65
XURDIZ,F d d 2,False,"(0, 0, 1)",14.263,14.263,28.485172230478085,11.738,1.0233828225351569,101.88804435675462,58.316
YAPBOH,F d d 2,False,"(0, 0, 1)",9.199,9.199,12.561417913595582,9.715,1.5884131802142254,112.7679589563732,51.612
YEDYOW,F d d 2,False,"(0, 0, 1)",7.782,7.782,13.75195058891647,8.419,1.1887912372545055,72.18166358792539,50.947
YEPHIO,F d d 2,False,"(0, 0, 1)",10.462,10.462,9.26104702503988,9.872,2.670269555133584,122.20837773887084,54.712
YOCZIZ,F d d 2,False,"(0, 0, 1)",9.779,9.779,14.54961652415623,8.89,1.411957325892408,107.81833641207464,55.697
YORFOC,F d d 2,False,"(0, 0, 1)",9.382,9.382,12.235102165490895,11.627,1.7427783743908314,61.64064997184252,47.097
YOVXIT,F d d 2,False,"(0, 0, 1)",9.641,9.641,17.79878759915967,11.971,1.1502027174298122,109.63335889756117,47.046
YUJZUZ,F d d 2,False,"(0, 0, 1)",10.091,10.091,10.023727500286506,8.267,2.20967773040956,65.66946625893472,58.442
YUPMAX,F d d 2,False,"(0, 0, 1)",14.673,14.673,29.450353138799542,12.064,1.0180786233726065,78.17050095132062,58.333
ZEQPOE,F d d 2,False,"(0, 0, 1)",9.711,9.711,14.7120571301229,10.435,1.412118173108278,110.79344438054876,51.125
ZIPFAJ,F d d 2,False,"(0, 0, 1)",14.018,14.018,27.82529699751649,15.474,1.0489196396299236,106.14087465851873,50.38
ZOWCAP,F d d 2,False,"(0, 0, 1)",9.309,9.309,13.318719007472152,8.747,1.4797450486621169,109.14742850705196,54.838
ZUPMOM,F d d 2,False,"(0, 0, 1)",11.56,11.56,8.351467535708919,13.959,5.045065047011179,33.27989094468227,47.831
GOHGUJ,F d d 2,False,"(0, 0, 1)",8.538,8.538,10.003980807658518,10.208,1.984388870383918,120.66382974238596,48.123
VOKXOM,F d d 2,False,"(0, 0, 1)",9.724,9.724,15.984364985822864,10.298,1.2851356869451616,108.7839196110058,51.543
BOZCUQ,P c c n,False,"(0, 1, 0)",5.691,13.49,10.29125439390165,12.124,2.082398789511576,116.48733624224349,48.931
HAVKIB,P c c n,False,"(0, 1, 0)",6.352,10.774,20.00416799069633,6.11,1.013339053266694,122.34391141323344,45.527
MUDBEU,P c c n,False,"(0, 1, 0)",1.846,5.54,7.386,5.038,1.0,90.0,55.703
MUMTEU,P c c n,False,"(0, 1, 0)",1.975,5.924,7.899,6.575,1.0000000000000002,90.0,50.225
PIQXAQ,P c c n,False,"(0, 1, 0)",4.476,10.524,14.618919077688336,13.104,1.0328007404085902,96.54594995190664,45.441
QOHQUA01,P c c n,False,"(1, 0, 0)",1.776,5.329,7.105,4.245,1.0,90.0,59.141
SEFWIJ,P b n b,False,"(1, 0, 0)",3.883,8.843,7.3026912162571955,4.823,2.216603635988436,128.1702305228798,53.738
TIVSOG,P c c n,False,"(0, 1, 0)",6.574,11.459,9.386,17.688,1.921265714894524,90.0,45.556
UXORAB,P n a a,False,"(0, 0, 1)",1.732,5.194,6.926,5.339,1.0,90.0,52.374
VALPNI10,P c c n,False,"(0, 1, 0)",5.208,10.22,16.324165736722964,5.115,1.0607184186210392,117.00061091169604,50.924
VUCDIH,P c c n,False,"(0, 1, 0)",3.117,7.686,7.442568172344813,3.934,1.9746841515411744,132.687552985321,50.266
VUNSEC,P c c n,False,"(1, 0, 0)",5.096,12.789,9.5725350874259,9.892,1.9322440485106755,104.77358515090748,55.411
YAMMOP,P c c n,False,"(1, 0, 0)",3.578,7.166,11.161299252327211,2.992,1.0580229646429546,114.5193164833804,54.643
AFEDOH,R 3 c,True,"(0, 0, 1)",17.854,17.854,18.980223101955364,19.313,1.999738439652465,109.81596038258536,54.208
GIHCAB,R 3 c,True,"(0, 0, 1)",6.15,6.151,0.0081240384046361,11.646313622773516,1741.477603655562,60.39616919832673,46.559
NAHZOL,R 3 c,True,"(0, 0, 1)",14.042,14.042,14.626585760183406,12.279,2.000068036814344,106.26020470831196,59.754
REVTAO,R 3 c,True,"(0, 0, 1)",18.721,18.721,19.807818708782648,19.412,2.000227495704869,109.08678849893305,55.336
GAMNUD,P n n a,False,"(0, 1, 0)",5.931,8.241,10.993545060625348,6.197,1.381764216658756,68.89980397590698,54.379
JUSVOI,P n n a,False,"(0, 1, 0)",5.375,7.192,3.732311348213062,6.379,6.903717323159762,29.19084720028572,52.517
REMGUM,P n n a,False,"(0, 1, 0)",5.644,6.956,8.135,7.808,1.5488629379225571,90.0,58.213
AKUFIV,R -3,True,"(0, 0, 1)",12.594,12.594,13.40561475651154,13.778,2.0002591181217246,110.0597560506354,53.887
CAYMOI,R -3,True,"(0, 0, 1)",16.242,16.243,33.36841353735596,11.546,1.000587597988117,103.35595306669282,59.347
COWJAZ,R -3,True,"(0, 0, 1)",17.929,17.929,19.16203533030873,20.287,2.00006167347734,110.67091869102472,52.97
DECYUJ01,R -3,True,"(0, 0, 1)",15.044,15.044,16.793400638346007,22.391,1.9995564944796764,116.35937679066328,45.229
DUVPOZ,R -3,True,"(0, 0, 1)",12.021,12.021,0.013453624047074,22.24978177421073,2029.5029715777096,118.2942600797216,47.212
EQELOC,R -3,True,"(0, 0, 1)",17.4,17.4,18.383056356329867,17.795,2.0002637704252533,108.8444495407047,55.709
FONXEN,R -3,True,"(0, 0, 1)",16.369,16.369,17.213457177452764,15.978,1.999747644639896,107.99897618793766,56.958
FUJQIL,R -3,True,"(0, 0, 1)",13.795,13.795,14.702266593964346,15.255,2.0001197712985967,110.24285143455012,53.6
GEKCEG,R -3,True,"(0, 0, 1)",12.954,12.954,13.81818425119596,14.429,1.9999270991729203,110.36503487663109,53.405
HIKQEX,R -3,True,"(0, 0, 1)",13.795,13.795,14.450440373912484,12.908,2.000159898809788,107.33751801753051,58.041
HUHWIR,R -3,True,"(0, 0, 1)",15.132,15.132,16.060862523538393,16.146,1.9998895362684608,109.57253794442892,54.574
IKUYUJ,R -3,True,"(0, 0, 1)",12.734,12.734,13.276380982782923,11.266,2.0000563356275944,106.43933598376306,59.462
KUXZUA,R -3,True,"(0, 0, 1)",16.547,16.547,17.253520597257825,14.666,1.999855560488446,106.43933598376306,59.427
MOFVIP,R -3,True,"(0, 0, 1)",16.175,16.175,16.92810308333453,14.977,2.0000301716722726,107.1575373716982,58.31
NAHCUU,R -3,True,"(0, 0, 1)",15.099,15.099,16.14830350222586,17.181,2.0003305723976585,110.79344438054876,52.81
ONADEO,R -3,True,"(0, 0, 1)",17.31,17.31,18.257122336228125,17.411,2.000068386816308,108.54201639914048,56.156
OYAGOL,R -3,True,"(0, 0, 1)",12.632,12.633,21.881,21.626,1.1546547232759017,90.0,49.435
QAKGOB,R -3,True,"(0, 0, 1)",18.978,18.978,20.62098057804236,24.198,1.9998568662274323,113.01673663977544,49.635
QUZJOL,R -3,True,"(0, 0, 1)",14.41,14.41,15.028485918415068,12.801,2.0000448044928216,106.49908305528471,59.364
RACNES,R -3,True,"(0, 0, 1)",15.815,15.815,16.81689703839564,17.157,1.9999952294191548,109.87687407007884,54.127
RAGSUO,R -3,True,"(0, 0, 1)",13.985,13.985,15.20551485481501,17.9,1.9994931897467685,113.07900261130912,49.532
TAMFAP,R -3,True,"(0, 0, 1)",13.418,13.418,14.5758950668561,17.08,2.000370027926229,113.01673663977544,49.675
TOZRAD,R -3,True,"(0, 0, 1)",12.098,12.098,12.869051013963691,13.166,2.000045874874403,109.9378111798377,54.041
UPESUG,R -3,True,"(0, 0, 1)",16.299,16.299,17.827663952408347,21.671,1.999861276978514,113.8911271408089,48.449
USOPEZ,R -3,True,"(0, 0, 1)",14.273,14.273,14.967928413778576,13.524,1.9998910087977548,107.51767533524622,57.725
VAFXOT,R -3,True,"(0, 0, 1)",14.594,14.594,15.898524617083185,18.919,2.0002793650916137,113.39076745180029,49.16
VAVNEN,R -3,True,"(0, 0, 1)",13.554,13.554,14.13550642884789,12.041,2.0000786847122467,106.49908305528471,59.364
VAWWEX,R -3,True,"(0, 0, 1)",15.001,15.001,15.78335712071421,14.729,2.000045458630903,108.11950546190155,56.792
VAWWIB,R -3,True,"(0, 0, 1)",15.042,15.042,15.824213692945378,14.74,1.999646593921464,108.05923049078356,56.855
VAWWOH,R -3,True,"(0, 0, 1)",15.022,15.022,15.80406859008148,14.73,2.000220576706426,108.11950546190155,56.82
VAWWUN,R -3,True,"(0, 0, 1)",15.007,15.007,15.790818408176316,14.733,1.999900008085256,108.11950546190155,56.797
VEDPAW,R -3,True,"(0, 0, 1)",14.638,14.638,15.875905013573242,18.437,1.9998838756769617,112.7679589563732,49.985
WAHYOW,R -3,True,"(0, 0, 1)",15.947,15.947,17.174291047958864,19.122,1.999797961204345,111.77730309388691,51.366
XOMFEM,R -3,True,"(0, 0, 1)",12.735,12.735,13.642542981423954,14.679,2.000298784817914,111.03879530046996,52.454
XUWQOV,R -3,True,"(0, 0, 1)",13.264,13.264,14.059111529538416,13.984,2.000351374915381,109.39021238605228,54.889
YOPGUG,R -3,True,"(0, 0, 1)",13.108,13.108,13.77484736757544,12.703,1.9997477735615807,107.87852923603874,57.141
YULTEE,R -3,True,"(0, 0, 1)",15.397,15.397,16.06517457110255,13.755,1.9997516857381048,106.5588485864924,59.232
QOCNEF,I b a 2,True,"(0, 0, 1)",13.647,13.648,21.959,18.192,1.2429983150416686,90.0,56.316
HITGEZ,I b a 2,True,"(0, 0, 1)",11.867,11.867,13.478,18.006,1.7609437602018103,90.0,52.815
KIYSUJ,I b a 2,True,"(0, 0, 1)",9.608,9.608,11.798,17.328,1.6287506357009665,90.0,47.957
NOKRAH,I b a 2,True,"(0, 0, 1)",11.211,11.211,12.6,21.614,1.7795238095238095,90.0,46.049
POFVAH,I b a 2,True,"(0, 0, 1)",8.244,8.244,16.488,10.607,1.0,90.0,57.244
QOJBOK,I b a 2,True,"(0, 0, 1)",10.156,10.156,20.312,17.873,1.0,90.0,48.656
FUHPUU,P 42/n,True,"(0, 0, 1)",15.194,15.194,21.48614665313444,17.718,1.4143066456063191,90.0,59.754
KASHOB,P 42/n,True,"(0, 0, 1)",15.743,15.743,22.26396411243964,21.684,1.4142135623730951,90.0,55.445
CIWFOH,I 41 c d,False,"(0, 0, 1)",12.159,12.159,18.5754471816966,10.539,1.41406305382473,67.79014704253264,54.167
QUZSUB,I 41 c d,False,"(0, 0, 1)",9.832,9.832,17.91973392659612,5.652,1.414490858293144,50.87606068345965,49.223
UMOZOL,I 41 c d,False,"(0, 0, 1)",10.13,10.131,17.889170746571793,5.357,1.41440651815152,126.79831144315008,51.578
WEBLIA,I 41 c d,False,"(0, 0, 1)",11.842,11.842,18.58010056485164,12.071,1.4141398720147709,64.34190110658453,49.658
HOCXEG,C 1 c 1,False,"(0, 1, 0)",6.595,6.596,13.19132461127388,9.13,0.9999753920638412,90.0,55.313
TOBMOQ,C 1 c 1,False,"(0, 1, 0)",7.122,7.123,14.245282201486916,12.502,0.9999801898282584,90.0,48.73
VIZSUW,C 1 c 1,False,"(0, 1, 0)",6.772,6.773,13.54431873517454,12.538,1.000050298936313,90.0,47.212
ABIKAA,C 1 c 1,False,"(0, 1, 0)",6.358,6.358,12.716177295083613,7.452,0.999986057517169,90.0,59.628
ADUDEM,C 1 c 1,False,"(0, 1, 0)",6.173,6.173,12.346673722100215,7.321,0.9999454329064346,90.0,59.336
AGILAE,C 1 c 1,False,"(0, 1, 0)",5.208,5.21,10.41807131862707,6.063,0.9999931543349158,90.0,59.8
AJITEU,C 1 c 1,False,"(0, 1, 0)",6.516,6.517,13.03252277956958,10.959,1.0000366176555755,90.0,49.939
AJUBOZ,C 1 c 1,False,"(0, 1, 0)",9.896,9.897,19.793220682849974,14.198,0.9999888505840706,90.0,54.345
AMEXOH,C 1 c 1,False,"(0, 1, 0)",4.463,4.464,8.927165843648252,6.382,0.999981422586837,90.0,54.437
AMOPEA,C 1 c 1,False,"(0, 1, 0)",5.329,5.33,10.659534792850954,9.798,0.99994982962565,90.0,47.412
ASOZIT,I 1 a 1,False,"(0, 1, 0)",5.79,5.79,11.580020898081315,9.318,0.9999981953330224,90.0,51.177
AVAHUD,C 1 c 1,False,"(0, 1, 0)",6.127,6.128,12.25491024038936,9.031,1.0000073243792795,90.0,53.612
AWUKUY,C 1 c 1,False,"(0, 1, 0)",6.079,6.079,12.157532808921388,9.136,1.000038428115799,90.0,53.079
AXOQUA,C 1 c 1,False,"(0, 1, 0)",8.595,8.596,17.19035825688342,14.158,1.0000373315731408,90.0,50.523
